Num.Enhancers,Gene_ID
3,ENSG00000132017
28,ENSG00000132031
6,ENSG00000132109
1,ENSG00000132122
12,ENSG00000132128
1,ENSG00000132130
3,ENSG00000132139
13,ENSG00000132142
17,ENSG00000132153
16,ENSG00000132155
10,ENSG00000132164
7,ENSG00000132170
3,ENSG00000132185
4,ENSG00000132196
1,ENSG00000132199
9,ENSG00000132207
6,ENSG00000132254
3,ENSG00000132256
2,ENSG00000132259
3,ENSG00000132274
8,ENSG00000132275
7,ENSG00000132286
7,ENSG00000132300
7,ENSG00000132305
8,ENSG00000132313
7,ENSG00000132321
10,ENSG00000132323
3,ENSG00000132326
17,ENSG00000132329
18,ENSG00000132330
7,ENSG00000132334
6,ENSG00000132341
1,ENSG00000132356
2,ENSG00000132357
13,ENSG00000132359
17,ENSG00000132361
14,ENSG00000132376
38,ENSG00000132382
37,ENSG00000132383
38,ENSG00000132386
18,ENSG00000132388
7,ENSG00000132394
16,ENSG00000132405
10,ENSG00000132406
2,ENSG00000132423
2,ENSG00000132424
4,ENSG00000132429
37,ENSG00000132432
47,ENSG00000132434
1,ENSG00000132436
2,ENSG00000132463
5,ENSG00000132466
5,ENSG00000132467
42,ENSG00000132470
26,ENSG00000132471
35,ENSG00000132475
20,ENSG00000132478
24,ENSG00000132481
31,ENSG00000132507
6,ENSG00000132510
6,ENSG00000132517
1,ENSG00000132518
36,ENSG00000132522
10,ENSG00000132530
24,ENSG00000132535
9,ENSG00000132541
10,ENSG00000132549
5,ENSG00000132561
6,ENSG00000132563
8,ENSG00000132570
20,ENSG00000132581
10,ENSG00000132589
21,ENSG00000132591
13,ENSG00000132600
36,ENSG00000132603
18,ENSG00000132604
42,ENSG00000132612
19,ENSG00000132613
5,ENSG00000132622
3,ENSG00000132623
7,ENSG00000132635
2,ENSG00000132640
7,ENSG00000132646
16,ENSG00000132661
10,ENSG00000132664
16,ENSG00000132669
10,ENSG00000132670
26,ENSG00000132676
12,ENSG00000132677
23,ENSG00000132680
7,ENSG00000132681
2,ENSG00000132688
2,ENSG00000132694
32,ENSG00000132698
3,ENSG00000132702
20,ENSG00000132716
4,ENSG00000132718
40,ENSG00000132746
1,ENSG00000132749
11,ENSG00000132763
21,ENSG00000132768
3,ENSG00000132773
11,ENSG00000132780
3,ENSG00000132781
7,ENSG00000132792
17,ENSG00000132793
14,ENSG00000132801
2,ENSG00000132819
10,ENSG00000132823
16,ENSG00000132824
7,ENSG00000132825
2,ENSG00000132832
2,ENSG00000132837
6,ENSG00000132842
1,ENSG00000132846
16,ENSG00000132849
2,ENSG00000132854
1,ENSG00000132855
2,ENSG00000132874
1,ENSG00000132879
10,ENSG00000132881
2,ENSG00000132906
12,ENSG00000132912
3,ENSG00000132915
3,ENSG00000132932
6,ENSG00000132950
16,ENSG00000132952
6,ENSG00000132953
1,ENSG00000132958
4,ENSG00000132963
7,ENSG00000132964
5,ENSG00000132965
2,ENSG00000132970
4,ENSG00000133026
4,ENSG00000133027
33,ENSG00000133030
4,ENSG00000133048
8,ENSG00000133056
2,ENSG00000133059
1,ENSG00000133063
5,ENSG00000133065
3,ENSG00000133067
2,ENSG00000133069
13,ENSG00000133103
10,ENSG00000133106
3,ENSG00000133111
26,ENSG00000133112
16,ENSG00000133114
8,ENSG00000133119
11,ENSG00000133121
2,ENSG00000133131
1,ENSG00000133134
1,ENSG00000133135
16,ENSG00000133136
12,ENSG00000133142
11,ENSG00000133193
1,ENSG00000133195
2,ENSG00000133216
25,ENSG00000133226
31,ENSG00000133243
4,ENSG00000133247
6,ENSG00000133250
12,ENSG00000133256
16,ENSG00000133265
31,ENSG00000133275
4,ENSG00000133313
28,ENSG00000133315
22,ENSG00000133316
23,ENSG00000133318
1,ENSG00000133321
1,ENSG00000133328
9,ENSG00000133392
13,ENSG00000133393
1,ENSG00000133398
12,ENSG00000133401
27,ENSG00000133422
2,ENSG00000133424
1,ENSG00000133433
1,ENSG00000133460
10,ENSG00000133466
18,ENSG00000133477
9,ENSG00000133488
1,ENSG00000133519
6,ENSG00000133597
7,ENSG00000133606
11,ENSG00000133612
1,ENSG00000133619
3,ENSG00000133624
10,ENSG00000133639
9,ENSG00000133641
8,ENSG00000133657
27,ENSG00000133678
6,ENSG00000133687
7,ENSG00000133703
15,ENSG00000133706
10,ENSG00000133710
7,ENSG00000133731
1,ENSG00000133739
3,ENSG00000133740
1,ENSG00000133773
10,ENSG00000133789
26,ENSG00000133794
19,ENSG00000133805
33,ENSG00000133808
19,ENSG00000133812
55,ENSG00000133816
7,ENSG00000133818
13,ENSG00000133835
7,ENSG00000133858
56,ENSG00000133872
37,ENSG00000133884
15,ENSG00000133895
12,ENSG00000133935
20,ENSG00000133943
1,ENSG00000133958
9,ENSG00000133961
2,ENSG00000133962
15,ENSG00000133983
6,ENSG00000133985
9,ENSG00000133997
18,ENSG00000134001
9,ENSG00000134013
2,ENSG00000134014
6,ENSG00000134020
9,ENSG00000134030
6,ENSG00000134046
3,ENSG00000134049
11,ENSG00000134056
11,ENSG00000134057
13,ENSG00000134058
16,ENSG00000134070
13,ENSG00000134072
17,ENSG00000134077
20,ENSG00000134086
25,ENSG00000134107
22,ENSG00000134108
28,ENSG00000134109
8,ENSG00000134138
1,ENSG00000134146
8,ENSG00000134152
7,ENSG00000134153
16,ENSG00000134183
8,ENSG00000134184
26,ENSG00000134186
2,ENSG00000134193
3,ENSG00000134198
2,ENSG00000134201
10,ENSG00000134202
4,ENSG00000134215
25,ENSG00000134222
11,ENSG00000134243
29,ENSG00000134245
29,ENSG00000134247
8,ENSG00000134250
18,ENSG00000134253
8,ENSG00000134255
18,ENSG00000134256
7,ENSG00000134259
1,ENSG00000134262
3,ENSG00000134265
17,ENSG00000134278
2,ENSG00000134283
4,ENSG00000134285
4,ENSG00000134287
19,ENSG00000134291
43,ENSG00000134294
1,ENSG00000134297
46,ENSG00000134308
24,ENSG00000134313
14,ENSG00000134317
1,ENSG00000134318
2,ENSG00000134321
1,ENSG00000134324
3,ENSG00000134326
54,ENSG00000134330
11,ENSG00000134333
4,ENSG00000134339
1,ENSG00000134352
7,ENSG00000134363
25,ENSG00000134369
11,ENSG00000134371
36,ENSG00000134375
1,ENSG00000134376
14,ENSG00000134419
32,ENSG00000134440
6,ENSG00000134444
24,ENSG00000134452
9,ENSG00000134453
2,ENSG00000134460
9,ENSG00000134461
5,ENSG00000134463
1,ENSG00000134470
8,ENSG00000134480
3,ENSG00000134489
24,ENSG00000134490
14,ENSG00000134504
2,ENSG00000134508
33,ENSG00000134531
3,ENSG00000134539
2,ENSG00000134548
2,ENSG00000134551
3,ENSG00000134569
11,ENSG00000134571
20,ENSG00000134574
19,ENSG00000134575
12,ENSG00000134590
4,ENSG00000134594
2,ENSG00000134597
1,ENSG00000134602
4,ENSG00000134627
23,ENSG00000134644
2,ENSG00000134668
22,ENSG00000134684
6,ENSG00000134686
11,ENSG00000134690
9,ENSG00000134697
9,ENSG00000134698
15,ENSG00000134709
5,ENSG00000134716
14,ENSG00000134717
8,ENSG00000134744
8,ENSG00000134748
18,ENSG00000134755
21,ENSG00000134757
9,ENSG00000134758
12,ENSG00000134759
13,ENSG00000134760
20,ENSG00000134762
15,ENSG00000134765
1,ENSG00000134769
1,ENSG00000134775
11,ENSG00000134779
1,ENSG00000134780
35,ENSG00000134802
38,ENSG00000134809
8,ENSG00000134815
11,ENSG00000134824
11,ENSG00000134825
4,ENSG00000134827
9,ENSG00000134851
7,ENSG00000134852
6,ENSG00000134853
1,ENSG00000134864
11,ENSG00000134871
45,ENSG00000134882
17,ENSG00000134884
6,ENSG00000134897
7,ENSG00000134899
7,ENSG00000134900
6,ENSG00000134901
3,ENSG00000134905
5,ENSG00000134909
7,ENSG00000134910
4,ENSG00000134940
25,ENSG00000134954
4,ENSG00000134955
11,ENSG00000134970
10,ENSG00000134982
3,ENSG00000134986
8,ENSG00000134987
7,ENSG00000134996
1,ENSG00000135002
4,ENSG00000135018
3,ENSG00000135040
1,ENSG00000135045
9,ENSG00000135046
1,ENSG00000135047
18,ENSG00000135048
4,ENSG00000135052
7,ENSG00000135069
4,ENSG00000135070
9,ENSG00000135074
14,ENSG00000135090
9,ENSG00000135093
7,ENSG00000135097
7,ENSG00000135100
1,ENSG00000135108
2,ENSG00000135111
21,ENSG00000135114
1,ENSG00000135119
10,ENSG00000135124
7,ENSG00000135127
11,ENSG00000135148
2,ENSG00000135164
1,ENSG00000135185
1,ENSG00000135205
16,ENSG00000135211
7,ENSG00000135213
3,ENSG00000135218
4,ENSG00000135245
14,ENSG00000135249
21,ENSG00000135250
4,ENSG00000135253
48,ENSG00000135269
3,ENSG00000135272
8,ENSG00000135297
1,ENSG00000135299
1,ENSG00000135314
2,ENSG00000135315
9,ENSG00000135316
11,ENSG00000135317
10,ENSG00000135318
4,ENSG00000135334
5,ENSG00000135336
1,ENSG00000135338
2,ENSG00000135341
24,ENSG00000135362
1,ENSG00000135363
1,ENSG00000135365
17,ENSG00000135372
50,ENSG00000135373
4,ENSG00000135374
14,ENSG00000135378
35,ENSG00000135387
14,ENSG00000135390
23,ENSG00000135392
24,ENSG00000135404
12,ENSG00000135407
11,ENSG00000135409
18,ENSG00000135414
7,ENSG00000135423
1,ENSG00000135424
7,ENSG00000135436
1,ENSG00000135437
11,ENSG00000135439
21,ENSG00000135441
15,ENSG00000135446
10,ENSG00000135451
12,ENSG00000135452
6,ENSG00000135454
6,ENSG00000135457
28,ENSG00000135469
27,ENSG00000135473
14,ENSG00000135476
22,ENSG00000135477
36,ENSG00000135480
26,ENSG00000135482
13,ENSG00000135486
4,ENSG00000135502
18,ENSG00000135503
17,ENSG00000135506
3,ENSG00000135517
10,ENSG00000135519
1,ENSG00000135521
1,ENSG00000135525
7,ENSG00000135535
16,ENSG00000135537
3,ENSG00000135540
5,ENSG00000135587
4,ENSG00000135596
18,ENSG00000135597
1,ENSG00000135604
5,ENSG00000135605
9,ENSG00000135617
20,ENSG00000135622
9,ENSG00000135624
8,ENSG00000135631
6,ENSG00000135632
4,ENSG00000135636
18,ENSG00000135637
3,ENSG00000135643
4,ENSG00000135655
6,ENSG00000135677
1,ENSG00000135678
13,ENSG00000135679
15,ENSG00000135686
13,ENSG00000135698
4,ENSG00000135702
14,ENSG00000135720
20,ENSG00000135722
10,ENSG00000135723
13,ENSG00000135736
11,ENSG00000135740
2,ENSG00000135747
10,ENSG00000135749
9,ENSG00000135750
4,ENSG00000135763
8,ENSG00000135766
6,ENSG00000135775
7,ENSG00000135776
3,ENSG00000135778
4,ENSG00000135801
6,ENSG00000135821
4,ENSG00000135823
3,ENSG00000135828
22,ENSG00000135829
5,ENSG00000135837
14,ENSG00000135838
17,ENSG00000135842
10,ENSG00000135845
4,ENSG00000135847
21,ENSG00000135862
3,ENSG00000135899
14,ENSG00000135900
1,ENSG00000135905
3,ENSG00000135912
1,ENSG00000135913
2,ENSG00000135914
19,ENSG00000135916
1,ENSG00000135917
13,ENSG00000135919
6,ENSG00000135924
3,ENSG00000135925
20,ENSG00000135926
1,ENSG00000135929
5,ENSG00000135930
7,ENSG00000135931
21,ENSG00000135932
11,ENSG00000135940
8,ENSG00000135945
5,ENSG00000135951
1,ENSG00000135953
8,ENSG00000135956
5,ENSG00000135960
16,ENSG00000135966
9,ENSG00000135968
5,ENSG00000135972
19,ENSG00000135974
3,ENSG00000135976
1,ENSG00000135999
15,ENSG00000136002
13,ENSG00000136003
3,ENSG00000136010
1,ENSG00000136011
1,ENSG00000136014
3,ENSG00000136021
17,ENSG00000136026
9,ENSG00000136044
18,ENSG00000136045
8,ENSG00000136048
7,ENSG00000136051
1,ENSG00000136052
6,ENSG00000136059
35,ENSG00000136068
8,ENSG00000136100
1,ENSG00000136104
9,ENSG00000136108
25,ENSG00000136111
7,ENSG00000136114
7,ENSG00000136122
5,ENSG00000136141
10,ENSG00000136143
6,ENSG00000136144
8,ENSG00000136146
7,ENSG00000136147
18,ENSG00000136152
26,ENSG00000136153
3,ENSG00000136155
5,ENSG00000136156
10,ENSG00000136159
11,ENSG00000136161
1,ENSG00000136167
2,ENSG00000136169
4,ENSG00000136193
3,ENSG00000136197
10,ENSG00000136206
13,ENSG00000136213
3,ENSG00000136231
8,ENSG00000136235
4,ENSG00000136237
25,ENSG00000136238
32,ENSG00000136240
6,ENSG00000136243
3,ENSG00000136244
30,ENSG00000136247
3,ENSG00000136250
8,ENSG00000136261
1,ENSG00000136270
25,ENSG00000136271
9,ENSG00000136273
1,ENSG00000136274
40,ENSG00000136279
4,ENSG00000136280
1,ENSG00000136286
12,ENSG00000136295
28,ENSG00000136305
5,ENSG00000136319
1,ENSG00000136367
3,ENSG00000136371
1,ENSG00000136378
7,ENSG00000136379
1,ENSG00000136381
2,ENSG00000136383
5,ENSG00000136404
3,ENSG00000136425
6,ENSG00000136436
59,ENSG00000136444
13,ENSG00000136448
39,ENSG00000136449
12,ENSG00000136450
5,ENSG00000136451
38,ENSG00000136457
4,ENSG00000136463
19,ENSG00000136478
3,ENSG00000136485
3,ENSG00000136490
2,ENSG00000136492
25,ENSG00000136504
1,ENSG00000136514
2,ENSG00000136518
1,ENSG00000136521
28,ENSG00000136527
1,ENSG00000136535
16,ENSG00000136536
2,ENSG00000136542
9,ENSG00000136560
8,ENSG00000136573
8,ENSG00000136603
2,ENSG00000136628
16,ENSG00000136631
3,ENSG00000136636
2,ENSG00000136643
10,ENSG00000136653
17,ENSG00000136682
32,ENSG00000136688
35,ENSG00000136689
23,ENSG00000136695
11,ENSG00000136696
20,ENSG00000136697
6,ENSG00000136709
2,ENSG00000136710
1,ENSG00000136715
3,ENSG00000136718
4,ENSG00000136720
12,ENSG00000136731
7,ENSG00000136738
8,ENSG00000136754
5,ENSG00000136758
13,ENSG00000136770
22,ENSG00000136783
37,ENSG00000136802
36,ENSG00000136807
9,ENSG00000136810
37,ENSG00000136811
30,ENSG00000136813
12,ENSG00000136816
13,ENSG00000136819
17,ENSG00000136826
12,ENSG00000136827
5,ENSG00000136828
32,ENSG00000136830
19,ENSG00000136840
13,ENSG00000136848
20,ENSG00000136854
17,ENSG00000136856
1,ENSG00000136859
2,ENSG00000136861
3,ENSG00000136866
9,ENSG00000136867
7,ENSG00000136868
2,ENSG00000136870
4,ENSG00000136872
2,ENSG00000136874
9,ENSG00000136875
28,ENSG00000136877
10,ENSG00000136878
8,ENSG00000136883
17,ENSG00000136888
2,ENSG00000136891
6,ENSG00000136895
2,ENSG00000136897
23,ENSG00000136908
2,ENSG00000136925
23,ENSG00000136930
2,ENSG00000136931
19,ENSG00000136932
14,ENSG00000136933
7,ENSG00000136935
9,ENSG00000136936
5,ENSG00000136937
26,ENSG00000136938
1,ENSG00000136940
28,ENSG00000136942
7,ENSG00000136943
1,ENSG00000136944
28,ENSG00000136950
1,ENSG00000136960
2,ENSG00000136982
11,ENSG00000136986
49,ENSG00000136997
1,ENSG00000137033
1,ENSG00000137038
1,ENSG00000137040
28,ENSG00000137054
1,ENSG00000137055
6,ENSG00000137070
12,ENSG00000137073
19,ENSG00000137074
4,ENSG00000137075
3,ENSG00000137076
9,ENSG00000137094
6,ENSG00000137098
8,ENSG00000137100
2,ENSG00000137103
34,ENSG00000137106
6,ENSG00000137124
2,ENSG00000137133
4,ENSG00000137145
2,ENSG00000137154
16,ENSG00000137161
5,ENSG00000137166
36,ENSG00000137168
16,ENSG00000137171
41,ENSG00000137177
3,ENSG00000137185
23,ENSG00000137193
1,ENSG00000137198
26,ENSG00000137200
30,ENSG00000137203
12,ENSG00000137207
32,ENSG00000137210
20,ENSG00000137216
7,ENSG00000137218
7,ENSG00000137221
7,ENSG00000137259
1,ENSG00000137261
15,ENSG00000137266
35,ENSG00000137267
22,ENSG00000137269
36,ENSG00000137274
25,ENSG00000137275
35,ENSG00000137285
15,ENSG00000137288
10,ENSG00000137309
7,ENSG00000137310
15,ENSG00000137312
13,ENSG00000137331
14,ENSG00000137337
2,ENSG00000137338
14,ENSG00000137343
42,ENSG00000137364
43,ENSG00000137393
15,ENSG00000137404
25,ENSG00000137409
11,ENSG00000137411
19,ENSG00000137413
24,ENSG00000137414
7,ENSG00000137434
16,ENSG00000137440
2,ENSG00000137449
26,ENSG00000137460
1,ENSG00000137462
3,ENSG00000137463
9,ENSG00000137478
2,ENSG00000137486
1,ENSG00000137492
7,ENSG00000137494
7,ENSG00000137496
7,ENSG00000137497
8,ENSG00000137500
2,ENSG00000137501
10,ENSG00000137502
7,ENSG00000137504
2,ENSG00000137507
9,ENSG00000137509
5,ENSG00000137513
6,ENSG00000137522
4,ENSG00000137547
1,ENSG00000137563
1,ENSG00000137573
6,ENSG00000137574
9,ENSG00000137575
17,ENSG00000137601
9,ENSG00000137628
3,ENSG00000137642
11,ENSG00000137648
5,ENSG00000137656
2,ENSG00000137672
1,ENSG00000137673
15,ENSG00000137691
11,ENSG00000137692
21,ENSG00000137693
32,ENSG00000137699
9,ENSG00000137700
5,ENSG00000137707
16,ENSG00000137709
10,ENSG00000137710
32,ENSG00000137713
6,ENSG00000137714
32,ENSG00000137720
1,ENSG00000137726
1,ENSG00000137745
4,ENSG00000137747
3,ENSG00000137752
3,ENSG00000137757
2,ENSG00000137760
11,ENSG00000137767
1,ENSG00000137770
33,ENSG00000137776
7,ENSG00000137801
29,ENSG00000137802
25,ENSG00000137804
25,ENSG00000137806
12,ENSG00000137807
3,ENSG00000137809
6,ENSG00000137812
2,ENSG00000137814
39,ENSG00000137815
9,ENSG00000137817
12,ENSG00000137818
5,ENSG00000137819
22,ENSG00000137821
1,ENSG00000137822
13,ENSG00000137824
9,ENSG00000137825
15,ENSG00000137831
21,ENSG00000137841
9,ENSG00000137842
28,ENSG00000137843
21,ENSG00000137845
6,ENSG00000137857
5,ENSG00000137871
1,ENSG00000137872
28,ENSG00000137875
3,ENSG00000137876
22,ENSG00000137877
3,ENSG00000137878
13,ENSG00000137880
39,ENSG00000137936
3,ENSG00000137941
29,ENSG00000137942
3,ENSG00000137944
3,ENSG00000137947
6,ENSG00000137955
3,ENSG00000137959
5,ENSG00000137960
44,ENSG00000137962
4,ENSG00000137965
1,ENSG00000137968
3,ENSG00000137970
15,ENSG00000137975
2,ENSG00000137992
5,ENSG00000137996
4,ENSG00000138002
29,ENSG00000138018
1,ENSG00000138028
29,ENSG00000138029
3,ENSG00000138030
5,ENSG00000138031
3,ENSG00000138035
10,ENSG00000138036
7,ENSG00000138041
6,ENSG00000138050
2,ENSG00000138061
22,ENSG00000138069
21,ENSG00000138071
1,ENSG00000138073
3,ENSG00000138074
4,ENSG00000138080
3,ENSG00000138081
4,ENSG00000138085
4,ENSG00000138095
1,ENSG00000138100
19,ENSG00000138101
28,ENSG00000138107
11,ENSG00000138111
1,ENSG00000138115
20,ENSG00000138119
6,ENSG00000138134
9,ENSG00000138135
6,ENSG00000138138
9,ENSG00000138152
3,ENSG00000138160
13,ENSG00000138162
33,ENSG00000138166
15,ENSG00000138172
10,ENSG00000138175
19,ENSG00000138180
6,ENSG00000138182
1,ENSG00000138185
3,ENSG00000138231
9,ENSG00000138246
15,ENSG00000138271
12,ENSG00000138279
8,ENSG00000138286
1,ENSG00000138293
1,ENSG00000138297
20,ENSG00000138303
9,ENSG00000138311
1,ENSG00000138315
1,ENSG00000138316
29,ENSG00000138326
2,ENSG00000138336
1,ENSG00000138346
5,ENSG00000138347
10,ENSG00000138356
11,ENSG00000138363
21,ENSG00000138375
16,ENSG00000138378
5,ENSG00000138380
5,ENSG00000138381
1,ENSG00000138382
31,ENSG00000138386
1,ENSG00000138395
2,ENSG00000138398
2,ENSG00000138399
2,ENSG00000138413
16,ENSG00000138430
2,ENSG00000138433
7,ENSG00000138434
8,ENSG00000138442
4,ENSG00000138443
9,ENSG00000138448
3,ENSG00000138459
12,ENSG00000138463
5,ENSG00000138468
1,ENSG00000138472
6,ENSG00000138495
10,ENSG00000138496
4,ENSG00000138587
5,ENSG00000138592
1,ENSG00000138593
37,ENSG00000138594
2,ENSG00000138600
4,ENSG00000138604
4,ENSG00000138606
31,ENSG00000138613
5,ENSG00000138614
2,ENSG00000138615
21,ENSG00000138621
5,ENSG00000138623
14,ENSG00000138629
3,ENSG00000138639
4,ENSG00000138640
20,ENSG00000138641
11,ENSG00000138642
10,ENSG00000138646
7,ENSG00000138660
17,ENSG00000138663
20,ENSG00000138668
3,ENSG00000138670
17,ENSG00000138674
6,ENSG00000138675
2,ENSG00000138678
2,ENSG00000138686
7,ENSG00000138696
11,ENSG00000138698
6,ENSG00000138709
1,ENSG00000138738
1,ENSG00000138744
6,ENSG00000138750
2,ENSG00000138755
15,ENSG00000138756
6,ENSG00000138757
20,ENSG00000138758
2,ENSG00000138759
12,ENSG00000138760
11,ENSG00000138764
2,ENSG00000138767
3,ENSG00000138768
2,ENSG00000138769
5,ENSG00000138771
21,ENSG00000138772
2,ENSG00000138777
6,ENSG00000138778
5,ENSG00000138780
5,ENSG00000138785
18,ENSG00000138794
12,ENSG00000138796
8,ENSG00000138798
13,ENSG00000138801
13,ENSG00000138802
2,ENSG00000138814
6,ENSG00000138821
6,ENSG00000138829
13,ENSG00000138834
4,ENSG00000138835
2,ENSG00000138867
32,ENSG00000138942
12,ENSG00000139044
1,ENSG00000139053
2,ENSG00000139055
5,ENSG00000139083
4,ENSG00000139112
4,ENSG00000139116
2,ENSG00000139117
11,ENSG00000139131
6,ENSG00000139132
1,ENSG00000139133
1,ENSG00000139144
5,ENSG00000139146
2,ENSG00000139151
21,ENSG00000139154
1,ENSG00000139160
10,ENSG00000139163
1,ENSG00000139168
5,ENSG00000139173
10,ENSG00000139178
1,ENSG00000139180
12,ENSG00000139182
7,ENSG00000139187
26,ENSG00000139190
24,ENSG00000139192
26,ENSG00000139193
8,ENSG00000139194
6,ENSG00000139197
18,ENSG00000139200
2,ENSG00000139209
13,ENSG00000139211
28,ENSG00000139218
3,ENSG00000139223
12,ENSG00000139233
4,ENSG00000139239
7,ENSG00000139263
15,ENSG00000139266
2,ENSG00000139269
20,ENSG00000139278
1,ENSG00000139287
31,ENSG00000139289
7,ENSG00000139291
8,ENSG00000139318
1,ENSG00000139323
8,ENSG00000139324
6,ENSG00000139343
2,ENSG00000139350
7,ENSG00000139351
3,ENSG00000139354
14,ENSG00000139364
2,ENSG00000139370
21,ENSG00000139372
4,ENSG00000139405
14,ENSG00000139428
23,ENSG00000139433
13,ENSG00000139436
24,ENSG00000139437
4,ENSG00000139438
3,ENSG00000139496
4,ENSG00000139505
4,ENSG00000139508
11,ENSG00000139514
9,ENSG00000139517
23,ENSG00000139531
4,ENSG00000139537
23,ENSG00000139540
27,ENSG00000139546
7,ENSG00000139572
16,ENSG00000139574
28,ENSG00000139579
3,ENSG00000139597
27,ENSG00000139613
2,ENSG00000139617
2,ENSG00000139620
28,ENSG00000139624
24,ENSG00000139625
28,ENSG00000139626
5,ENSG00000139629
16,ENSG00000139631
2,ENSG00000139636
28,ENSG00000139637
31,ENSG00000139641
16,ENSG00000139644
28,ENSG00000139645
24,ENSG00000139651
2,ENSG00000139656
19,ENSG00000139668
6,ENSG00000139675
11,ENSG00000139679
5,ENSG00000139684
10,ENSG00000139687
4,ENSG00000139697
6,ENSG00000139714
14,ENSG00000139718
12,ENSG00000139719
15,ENSG00000139722
15,ENSG00000139725
25,ENSG00000139726
1,ENSG00000139734
17,ENSG00000139746
1,ENSG00000139780
15,ENSG00000139793
4,ENSG00000139832
4,ENSG00000139835
4,ENSG00000139842
30,ENSG00000139880
13,ENSG00000139890
21,ENSG00000139899
28,ENSG00000139908
24,ENSG00000139914
36,ENSG00000139921
34,ENSG00000139926
5,ENSG00000139971
2,ENSG00000139973
1,ENSG00000139974
2,ENSG00000139977
1,ENSG00000139985
11,ENSG00000139988
9,ENSG00000139990
19,ENSG00000139998
6,ENSG00000140006
2,ENSG00000140009
10,ENSG00000140022
2,ENSG00000140043
10,ENSG00000140044
3,ENSG00000140057
3,ENSG00000140067
5,ENSG00000140093
5,ENSG00000140104
13,ENSG00000140105
18,ENSG00000140153
9,ENSG00000140157
12,ENSG00000140199
7,ENSG00000140254
1,ENSG00000140259
7,ENSG00000140262
1,ENSG00000140263
2,ENSG00000140264
2,ENSG00000140265
6,ENSG00000140274
6,ENSG00000140279
31,ENSG00000140280
2,ENSG00000140284
10,ENSG00000140297
19,ENSG00000140299
25,ENSG00000140307
27,ENSG00000140319
20,ENSG00000140320
15,ENSG00000140323
1,ENSG00000140326
1,ENSG00000140332
5,ENSG00000140350
15,ENSG00000140365
21,ENSG00000140367
4,ENSG00000140368
18,ENSG00000140374
2,ENSG00000140379
4,ENSG00000140382
1,ENSG00000140386
4,ENSG00000140391
2,ENSG00000140395
12,ENSG00000140396
15,ENSG00000140398
17,ENSG00000140400
3,ENSG00000140403
10,ENSG00000140406
37,ENSG00000140416
30,ENSG00000140443
9,ENSG00000140450
11,ENSG00000140451
28,ENSG00000140455
1,ENSG00000140463
10,ENSG00000140464
19,ENSG00000140465
13,ENSG00000140470
23,ENSG00000140471
23,ENSG00000140474
1,ENSG00000140479
3,ENSG00000140488
24,ENSG00000140497
2,ENSG00000140505
1,ENSG00000140511
6,ENSG00000140519
4,ENSG00000140521
3,ENSG00000140525
7,ENSG00000140526
1,ENSG00000140527
1,ENSG00000140534
4,ENSG00000140545
21,ENSG00000140548
12,ENSG00000140553
3,ENSG00000140563
11,ENSG00000140564
24,ENSG00000140575
7,ENSG00000140577
2,ENSG00000140598
1,ENSG00000140600
9,ENSG00000140612
14,ENSG00000140632
20,ENSG00000140650
9,ENSG00000140675
1,ENSG00000140678
6,ENSG00000140682
9,ENSG00000140688
4,ENSG00000140691
25,ENSG00000140694
11,ENSG00000140718
15,ENSG00000140740
13,ENSG00000140743
4,ENSG00000140749
6,ENSG00000140750
2,ENSG00000140795
1,ENSG00000140807
4,ENSG00000140829
4,ENSG00000140830
12,ENSG00000140832
1,ENSG00000140836
4,ENSG00000140839
16,ENSG00000140848
14,ENSG00000140853
20,ENSG00000140854
17,ENSG00000140859
5,ENSG00000140905
7,ENSG00000140931
16,ENSG00000140939
5,ENSG00000140941
5,ENSG00000140943
1,ENSG00000140945
16,ENSG00000140950
2,ENSG00000140955
1,ENSG00000140968
28,ENSG00000140983
16,ENSG00000140986
38,ENSG00000140988
36,ENSG00000140990
34,ENSG00000140992
2,ENSG00000140993
24,ENSG00000140995
25,ENSG00000141002
14,ENSG00000141012
3,ENSG00000141013
31,ENSG00000141026
6,ENSG00000141027
30,ENSG00000141030
20,ENSG00000141034
4,ENSG00000141040
3,ENSG00000141068
46,ENSG00000141076
13,ENSG00000141084
19,ENSG00000141086
23,ENSG00000141098
18,ENSG00000141101
21,ENSG00000141127
5,ENSG00000141140
11,ENSG00000141141
3,ENSG00000141161
2,ENSG00000141179
15,ENSG00000141219
35,ENSG00000141232
26,ENSG00000141252
1,ENSG00000141255
31,ENSG00000141258
17,ENSG00000141279
9,ENSG00000141294
18,ENSG00000141295
1,ENSG00000141298
3,ENSG00000141337
6,ENSG00000141349
12,ENSG00000141367
1,ENSG00000141376
12,ENSG00000141378
6,ENSG00000141380
4,ENSG00000141384
28,ENSG00000141385
5,ENSG00000141391
17,ENSG00000141401
10,ENSG00000141404
16,ENSG00000141424
9,ENSG00000141425
9,ENSG00000141428
17,ENSG00000141429
2,ENSG00000141437
1,ENSG00000141441
5,ENSG00000141446
3,ENSG00000141447
22,ENSG00000141452
22,ENSG00000141456
33,ENSG00000141458
29,ENSG00000141480
7,ENSG00000141485
9,ENSG00000141497
14,ENSG00000141499
41,ENSG00000141503
16,ENSG00000141504
7,ENSG00000141505
9,ENSG00000141510
1,ENSG00000141519
30,ENSG00000141522
5,ENSG00000141524
20,ENSG00000141526
4,ENSG00000141527
3,ENSG00000141540
18,ENSG00000141542
