gene_id	Num.eQTL	Mean.effect	Mean.abs.effect
ENSG00000004142	1756	0.045383610421412306	0.17320903206150343
ENSG00000004399	1305	0.015323215478927255	0.2217768091954023
ENSG00000004455	1009	-0.11272018176412289	0.15299727651139738
ENSG00000004468	2606	-0.07942368330775121	0.2965229677283192
ENSG00000004478	19	0.24779065263157896	0.30663524210526316
ENSG00000004487	778	-0.20129249228791782	0.28142683676092545
ENSG00000004534	45491	-0.021559773682706417	0.30021776784418913
ENSG00000004660	145	-0.11008059793103446	0.295834064137931
ENSG00000004700	3790	-0.030107243825857333	0.17839723591029025
ENSG00000004766	654	-0.0700649640672783	0.28735159036697244
ENSG00000004776	40	0.109733625	0.17480847500000002
ENSG00000004777	2418	-0.17842836447477253	0.20199370227460706
ENSG00000004779	422	0.11411880118483411	0.18776421445497635
ENSG00000004799	824	0.11276450995145629	0.15147418616504854
ENSG00000004809	1838	0.13470320620239387	0.5034913193688793
ENSG00000004838	687	0.6299618841339156	0.6464323441048035
ENSG00000004846	41	-0.2418390243902439	0.4160821463414634
ENSG00000004848	19	-0.16446984210526314	0.5050973157894737
ENSG00000004864	992	-0.09048609213709675	0.25400522943548387
ENSG00000004866	212	-0.1911322830188679	0.5859573301886793
ENSG00000004897	1431	0.3054934016072676	0.33464532823200555
ENSG00000004939	49	-0.7358884897959184	0.7577883265306123
ENSG00000004948	134	0.42871278358208953	0.42871278358208953
ENSG00000004961	440	0.14369752113636364	0.16941637204545457
ENSG00000004975	331	0.051983715709969715	0.2531631362537763
ENSG00000005001	329	0.03133604194528875	0.2670239933130699
ENSG00000005007	67	-0.0906847104477612	0.333578023880597
ENSG00000005020	4272	0.012699254026216708	0.2799535480337077
ENSG00000005022	1123	-0.058953306767586804	0.09606602822796081
ENSG00000005059	461	0.2246591245119305	0.3005893349240781
ENSG00000005073	32	-0.25318625	0.4193490625
ENSG00000005075	2185	-0.077456363798627	0.31641963473684215
ENSG00000005100	290	-0.007582940689655179	0.18553991172413792
ENSG00000005102	409	0.05267357286063575	0.27577478410757944
ENSG00000005108	967	0.15628100930713548	0.4276228541882108
ENSG00000005156	6820	0.039425164662756716	0.2776556887683284
ENSG00000005175	836	-0.19286055538277516	0.24300693791866038
ENSG00000005187	5356	-0.053495608103061885	0.2793580991411502
ENSG00000005189	1999	0.02887078539269626	0.3461304582291147
ENSG00000005194	1685	-0.20450689519287824	0.25463144973293766
ENSG00000005206	2802	0.033143877872947904	0.20651417259100646
ENSG00000005238	1060	0.08235441981132077	0.17785718132075473
ENSG00000005243	2232	-0.052657180465949756	0.3165441889784949
ENSG00000005249	641	-0.21699954118564746	0.28246133931357253
ENSG00000005302	182	-0.11131606263736264	0.18678685054945054
ENSG00000005339	78	0.05410197435897437	0.23394487179487178
ENSG00000005379	7537	0.07897908853655303	0.16569669771792495
ENSG00000005381	16	0.23232993749999997	0.5002049375000001
ENSG00000005421	2079	0.19086781481481488	0.4450390885040885
ENSG00000005436	3819	0.23219733097669557	0.29214180073317625
ENSG00000005448	522	-0.32467152777777775	0.33341501206896557
ENSG00000005469	2388	0.02997379396984885	0.348195183417085
ENSG00000005471	1102	0.07122743021778603	0.49175330063520867
ENSG00000005483	223	0.018462939910313877	0.20385275246636766
ENSG00000005486	1524	0.18409085459317584	0.2788820528871392
ENSG00000005513	1207	0.11885336868268434	0.26257739188069595
ENSG00000005700	1330	-0.13424658127819553	0.19070299751879702
ENSG00000005801	5894	0.09707423922633177	0.3485962639972855
ENSG00000005810	47	-0.6360568085106383	0.6832391063829787
ENSG00000005812	1044	-0.0028633114942528907	0.20424186436781608
ENSG00000005844	103	-0.05620485048543688	0.301234586407767
ENSG00000005882	1009	-0.11060507304261644	0.2307474292368682
ENSG00000005884	366	-0.3126094726775956	0.4252144398907104
ENSG00000005889	419	0.12393141288782815	0.26379555990453457
ENSG00000005893	911	0.03335732491767287	0.10919334467618001
ENSG00000005961	187	-0.053353767379679215	0.2151562711229947
ENSG00000005981	2684	0.40511648658718324	0.5064843926974665
ENSG00000006007	2801	0.03658942827561596	0.19645079457336662
ENSG00000006015	586	-0.09921519778156998	0.1800175158703072
ENSG00000006016	863	0.06753716454229433	0.2607151436848204
ENSG00000006025	2400	0.04449494391666663	0.15463706341666666
ENSG00000006042	7477	0.06017708753510768	0.25646966541393607
ENSG00000006047	337	0.17302143620178043	0.3419319643916914
ENSG00000006059	323	0.14651256346749222	0.39790952941176455
ENSG00000006062	149	0.21617374832214767	0.293996733557047
ENSG00000006071	2568	0.2087802063862928	0.3162443660436137
ENSG00000006116	29	0.4353407586206896	0.49271675862068964
ENSG00000006118	808	0.13752387512376246	0.20270745160891088
ENSG00000006125	2033	-0.01034445671421522	0.23138469232661085
ENSG00000006128	936	0.1294299273504274	0.33173487606837604
ENSG00000006194	1533	0.2174043056099152	0.23501569778212655
ENSG00000006210	71	-0.7939203943661972	1.2255921408450703
ENSG00000006282	9107	-0.3216550129900078	0.44183350784012315
ENSG00000006283	182	-0.14122008791208787	0.4224905934065935
ENSG00000006327	77	0.196332961038961	0.5001938181818182
ENSG00000006377	1409	0.003827537970191624	0.20955112775017737
ENSG00000006432	2990	-0.08009911311036776	0.26964069719063544
ENSG00000006451	431	0.005649887935034798	0.1561607287703016
ENSG00000006453	5879	-0.03407282190848717	0.255086665861541
ENSG00000006459	1618	0.4183201780593327	0.428261242212608
ENSG00000006468	192	-0.18921305520833334	0.21260455520833332
ENSG00000006530	1738	0.04880491363636351	0.22180623745684694
ENSG00000006534	2530	0.04441843075098827	0.38114826118577066
ENSG00000006555	655	0.4159005967938931	0.5631081369465654
ENSG00000006576	258	-0.0646970996124031	0.12428598100775196
ENSG00000006606	748	0.22300250802139038	0.4061664812834225
ENSG00000006607	7399	0.23371010058115968	0.2975856023516691
ENSG00000006611	342	0.015536438304093554	0.45455170204678363
ENSG00000006625	2996	-0.2543804973297731	0.26837465587449927
ENSG00000006634	430	-0.09655559767441843	0.24583343953488376
ENSG00000006638	304	-0.23868164046052628	0.2758678115131578
ENSG00000006652	4317	0.10589283289321288	0.24517501403752606
ENSG00000006695	954	0.14176555849056602	0.19515485010482184
ENSG00000006704	215	0.11359727395348837	0.25946119488372094
ENSG00000006712	143	0.20873299440559442	0.23570844895104895
ENSG00000006715	5902	-0.11928241043713994	0.254214756048797
ENSG00000006740	831	0.12053470000000004	0.2854490400722022
ENSG00000006744	9048	-0.2100490530172414	0.32720344912687893
ENSG00000006747	3570	0.009507018291316307	0.39007252512605045
ENSG00000006756	370	-0.05884031081081081	0.23817824054054054
ENSG00000006757	1409	0.16291617565649394	0.18832407359829664
ENSG00000006788	139	0.24016154676258994	0.34108249640287774
ENSG00000006831	612	0.0543543816993464	0.16269047516339868
ENSG00000006837	113	-0.23368361946902652	0.3146244513274336
ENSG00000007001	159	-0.31208621383647817	0.9842821257861636
ENSG00000007038	125	0.219123912	0.406148152
ENSG00000007047	647	-0.08871610927357039	0.2299765741885626
ENSG00000007062	1182	0.09701739763113364	0.3355095465313029
ENSG00000007080	825	0.10350357745454544	0.16740199006060605
ENSG00000007129	3234	-0.33299499598021026	0.3853311202844774
ENSG00000007168	321	0.07759063551401871	0.1371524598130841
ENSG00000007171	5516	-0.07307688469905727	0.5010888375634518
ENSG00000007174	195	-0.09233484102564102	0.28299556923076924
ENSG00000007202	3	-0.15079133333333333	0.36341666666666667
ENSG00000007216	150	0.04770536666666681	0.29347122000000003
ENSG00000007237	494	0.11298103421052635	0.2510454394736843
ENSG00000007255	694	-0.20043368530259367	0.21350293919308358
ENSG00000007264	125	0.34376336	0.68189472
ENSG00000007306	636	0.003686567610062785	0.31166617767295596
ENSG00000007312	2264	0.042502961837455853	0.24485936113074205
ENSG00000007314	76	0.3806516973684211	0.6653438552631579
ENSG00000007341	9341	0.14834850305106523	0.3894026094636551
ENSG00000007350	108	0.15278989814814814	0.445491787037037
ENSG00000007372	14	-0.42471314285714284	0.8847402857142858
ENSG00000007376	708	-0.17225446666666666	0.17645451751412428
ENSG00000007384	399	-0.0066799877192982625	0.20399117117794485
ENSG00000007392	23	-0.03413626521739132	0.39128982173913046
ENSG00000007402	2093	-0.07344872718585807	0.2835007491638796
ENSG00000007516	1529	0.2226711249182472	0.44935671026814905
ENSG00000007520	639	-0.2713687871674491	0.2823628917057903
ENSG00000007541	3393	-0.04750303295019143	0.23433882340112003
ENSG00000007545	932	0.3228725246781115	0.3455359002145923
ENSG00000007866	1505	-0.0490048891029901	0.20207944697674418
ENSG00000007908	935	0.5401678566844923	0.8899077069518715
ENSG00000007923	228	0.03592501754385964	0.24591078947368422
ENSG00000007933	3532	0.11488963590033993	0.3732516098527746
ENSG00000007944	562	-0.28660798576512464	0.37230315302491096
ENSG00000007952	871	0.12795898277841564	0.2444235752009185
ENSG00000007968	486	-0.1198454362139918	0.40682153909465024
ENSG00000008018	4220	-0.010995929810426547	0.1327131873933649
ENSG00000008056	135	0.04079483481481482	0.22947637703703702
ENSG00000008083	448	-0.09632107723214284	0.1809580625
ENSG00000008086	272	0.10526249080882366	0.46660181139705875
ENSG00000008118	365	0.24384521095890407	0.29312116712328773
ENSG00000008128	1455	-0.3340695821305841	0.6442793278350517
ENSG00000008130	2576	-0.13746368687888194	0.20122278416149073
ENSG00000008196	1660	-0.0014537319277107778	0.22958623554216862
ENSG00000008226	416	-0.17871117788461535	0.2731240288461539
ENSG00000008256	679	-0.22392179160530187	0.29534661664212075
ENSG00000008277	2550	-0.09243529607843136	0.25080319301960785
ENSG00000008282	474	-0.0832460147679325	0.21379496877637127
ENSG00000008283	5202	-0.2503210664167633	0.3019402923683201
ENSG00000008294	1160	0.13570094534482754	0.13943614172413793
ENSG00000008300	909	0.04175189878987917	0.17224480308030804
ENSG00000008311	215	-0.12018275813953487	0.24460416000000001
ENSG00000008323	125	0.20018262320000002	0.3258288168
ENSG00000008324	1296	-0.18728845061728402	0.2189859814814815
ENSG00000008382	1045	0.11218281913875598	0.19008023368421054
ENSG00000008394	1949	0.04259598106721395	0.1605868968188815
ENSG00000008405	574	0.14208672996515678	0.22834484146341463
ENSG00000008438	50	0.05881837399999999	0.25735188999999997
ENSG00000008441	21	-0.1297007238095238	0.4517038666666667
ENSG00000008513	621	0.052505496296296306	0.22561710370370372
ENSG00000008516	1262	0.23836979175911255	0.25609500966719495
ENSG00000008517	1992	-0.3521491918172691	0.40165030095381526
ENSG00000008710	485	-0.1035108305154639	0.17598656989690722
ENSG00000008735	874	0.11883857093821514	0.3876555068649886
ENSG00000008838	8957	-0.002172785475047423	0.2834178508764096
ENSG00000008853	198	-0.09073453535353539	0.27194646464646466
ENSG00000008869	341	-0.1510521645161289	0.23445853460410557
ENSG00000008952	217	0.08152269032258065	0.13094191797235022
ENSG00000008988	9272	0.05535639014236424	0.20627132338222592
ENSG00000009307	254	-0.07950150236220473	0.1429910228346457
ENSG00000009335	1286	-0.0189896534992224	0.15265075194401245
ENSG00000009413	2983	0.0056026006704659286	0.20892348809922887
ENSG00000009694	1092	-0.08625724157509161	0.19980692454212445
ENSG00000009709	9	0.8451724444444445	0.8451724444444445
ENSG00000009724	896	-0.035698158370535714	0.15931226283482147
ENSG00000009765	308	-0.12599005844155847	0.26327605844155844
ENSG00000009780	110	-0.05189757636363636	0.18389537454545452
ENSG00000009790	1507	0.009833824087591446	0.2518892336429993
ENSG00000009830	2326	0.12146064918314704	0.2661206331040412
ENSG00000009844	1258	0.07113728338632756	0.1842453789348172
ENSG00000009950	4499	0.3353007099577685	0.3658828908424096
ENSG00000009954	472	0.2189128188559322	0.23976446419491526
ENSG00000010017	851	-0.0363378170387779	0.16764527344300822
ENSG00000010030	3707	-0.00897348556784458	0.321274484219045
ENSG00000010072	5291	-0.12044378440748445	0.16473168253638248
ENSG00000010165	2588	0.07589090811437398	0.17314309227202482
ENSG00000010219	1479	-0.06468467613252193	0.2757959499661934
ENSG00000010244	37	-0.10660208108108107	0.2455713783783784
ENSG00000010256	23	-0.0748530260869565	0.2176340695652174
ENSG00000010270	1363	0.04604183404255303	0.23306710667644898
ENSG00000010278	731	-0.03772632010943915	0.30460821887824896
ENSG00000010282	2408	-0.20128212043189372	0.2729204649501661
ENSG00000010292	3059	-0.03607213978424319	0.2324063319385421
ENSG00000010295	671	-0.0038743785394933106	0.1400769385991058
ENSG00000010310	461	-0.17516143709327547	0.21746115770065075
ENSG00000010318	76	0.3062101184210526	0.39483885526315793
ENSG00000010319	161	0.08696808447204984	0.26906093664596276
ENSG00000010322	2262	0.09925502152961983	0.18400109412024757
ENSG00000010327	1395	0.03677471103942652	0.2458206099641577
ENSG00000010361	532	0.012937862218045135	0.229571225
ENSG00000010379	825	0.04205070545454552	0.2943897745454545
ENSG00000010404	1676	-0.12997432267303102	0.180493288424821
ENSG00000010438	4191	-0.011822673824862916	0.28890553443092326
ENSG00000010539	1732	0.20562329503464205	0.25421354792147804
ENSG00000010610	375	0.14175546186666665	0.2479017376
ENSG00000010626	6784	0.38496168493514166	0.5557956286261793
ENSG00000010671	1849	-0.08174601649540307	0.15802778610059504
ENSG00000010704	1600	-0.04295341512499998	0.16807977925
ENSG00000010803	3439	0.015084571561500934	0.21914950997382945
ENSG00000010810	836	-0.03716029389952158	0.2335227948564593
ENSG00000010818	43	0.11428981395348836	0.2503757209302326
ENSG00000010932	1020	0.250838968627451	0.30411822352941176
ENSG00000011007	664	0.09475065963855421	0.257922888554217
ENSG00000011009	60	-0.022509711666666668	0.04861502166666667
ENSG00000011021	5060	0.21683432938735164	0.2988893374901186
ENSG00000011028	666	-0.030535680480480488	0.22279456276276274
ENSG00000011083	661	0.3012509425113465	0.49466256429652045
ENSG00000011105	3198	0.05941265834896815	0.28965485046904316
ENSG00000011114	1605	-0.052751018566978176	0.176795914143302
ENSG00000011132	205	0.09834472536585366	0.22855139853658538
ENSG00000011143	564	-0.15166109078014187	0.26941366170212766
ENSG00000011198	840	-0.1705468378571428	0.24623943595238096
ENSG00000011201	972	0.0957768200617284	0.16788015133744855
ENSG00000011243	55	-0.10190510909090904	0.4114814
ENSG00000011258	391	-0.018138333759590793	0.15308086419437342
ENSG00000011260	3755	-0.10436179107856182	0.2849220010386151
ENSG00000011275	1159	0.17692637238999143	0.37645025746333044
ENSG00000011295	14180	0.140609267574048	0.26154536042313115
ENSG00000011304	14	0.061828500000000036	0.32550507142857144
ENSG00000011332	776	0.25368926288659793	0.32975333762886594
ENSG00000011347	410	0.04278397560975611	0.48079679999999997
ENSG00000011376	11325	-0.04509832711699776	0.27333544589845504
ENSG00000011405	1356	0.028470690191740467	0.11528357013274337
ENSG00000011422	43	-0.18564853488372093	0.28878606976744187
ENSG00000011426	943	0.018660906574761393	0.19351908642629903
ENSG00000011451	31	-0.07500751612903228	0.12190932258064516
ENSG00000011454	4009	-0.012455051284609626	0.22806981756048889
ENSG00000011465	551	0.03147777332123409	0.10718938929219601
ENSG00000011478	290	-0.16226974551724146	0.2912785331034483
ENSG00000011485	1445	-0.12366309494809698	0.26605801065743945
ENSG00000011523	6170	-0.02390233734197725	0.2745233005510534
ENSG00000011566	326	0.20451570122699386	0.3100788914110429
ENSG00000011590	4071	0.41718764627855565	0.43710450650945715
ENSG00000011600	36	-0.044657180555555565	0.283757625
ENSG00000011638	3090	0.10329165113268604	0.19254833035598706
ENSG00000011677	1067	0.036878470477975565	0.37120314151827566
ENSG00000012048	1554	-0.05452023738738771	0.26035570392535384
ENSG00000012061	1112	-0.08719676223021587	0.26647188705035973
ENSG00000012124	1857	-0.13861847495961227	0.3864791847065159
ENSG00000012171	276	0.23820328623188403	0.30086134420289856
ENSG00000012174	2451	-0.19263783549571611	0.21124313643410864
ENSG00000012211	487	0.1557954919917866	0.3096178492813142
ENSG00000012223	962	0.20983485343035346	0.35210528794178786
ENSG00000012232	492	0.10045089410569114	0.21650504979674795
ENSG00000012504	90	-0.2803206111111111	0.3098697222222222
ENSG00000012660	1119	0.14949446827524582	0.23480621090259157
ENSG00000012779	9086	0.022775180255337747	0.32277010521681737
ENSG00000012822	53	0.12361192075471698	0.1406154
ENSG00000012963	156	-9.525705128205138e-4	0.14432366538461538
ENSG00000012983	713	-0.021407220056100955	0.1712934178120617
ENSG00000013016	712	0.14124276151685375	0.23650761320224722
ENSG00000013275	232	-0.13342162025862067	0.18940839094827588
ENSG00000013288	1250	-0.20276707631999996	0.36352521008
ENSG00000013293	233	0.07661460944206008	0.30126670386266097
ENSG00000013297	899	0.028954911012235882	0.22982790100111233
ENSG00000013306	3230	-0.1449023076470589	0.23283211086687305
ENSG00000013364	636	-0.014501535534591173	0.24486260566037735
ENSG00000013374	590	0.014693775254237328	0.2092900552542373
ENSG00000013375	719	-0.00931285535465918	0.36471279694019465
ENSG00000013392	2470	0.44362344170040496	0.6005770700404858
ENSG00000013441	25	0.25584352	0.41010352
ENSG00000013503	517	0.12384119961315282	0.1844123988394584
ENSG00000013523	1587	-0.1057851542533081	0.2115876665406427
ENSG00000013561	3280	-0.3096572614939024	0.341912915945122
ENSG00000013563	2636	0.14524091676783005	0.2094209180576631
ENSG00000013573	28093	-0.3866101648453349	0.7431167019898194
ENSG00000013583	2182	-0.09178899271310717	0.27561069995417053
ENSG00000013588	154	-0.0016977207792207498	0.36001496753246753
ENSG00000013619	109	-0.05982616605504587	0.20924185412844037
ENSG00000013725	636	-0.1478661110062893	0.6292253971698113
ENSG00000013810	4763	-0.2711231946462314	0.31928149773252146
ENSG00000014123	2406	0.015418079883624326	0.18555275486284284
ENSG00000014138	2511	0.10208227741935477	0.3544357612903227
ENSG00000014164	9869	-0.24277894020670784	0.3894893283514033
ENSG00000014216	1100	0.08958338018181819	0.21458183436363634
ENSG00000014257	2412	-0.00902243225539026	0.2634418902985074
ENSG00000014641	10847	-0.08629672713192586	0.17430368984972797
ENSG00000014824	4148	-0.12770774893924774	0.24004564045323049
ENSG00000014914	2019	0.21952292620108962	0.23171037761267946
ENSG00000014919	552	0.11612817373188408	0.1758768911231884
ENSG00000015133	1243	0.11234649235720054	0.30446819308125495
ENSG00000015153	2641	0.06342449856115104	0.17520176217341918
ENSG00000015171	139	0.047058473381294964	0.15336671510791366
ENSG00000015285	37	-0.059799081081081076	0.2041944864864865
ENSG00000015413	1052	-0.260320507604563	0.40607099429657795
ENSG00000015475	3365	-0.14532143075780082	0.21826059563150058
ENSG00000015479	98	-0.7604016734693877	0.7796619795918366
ENSG00000015520	514	0.06129336964980541	0.22315065369649803
ENSG00000015532	2655	0.011212216949152557	0.18884485830508474
ENSG00000015592	528	-0.34379962121212126	0.5461437803030303
ENSG00000015676	11972	0.38212997147510847	0.39305516911961236
ENSG00000016082	67	-0.1636192089552239	0.36830708955223884
ENSG00000016391	2143	0.13039384237050855	0.25682235305646284
ENSG00000016402	1074	-0.2537165351955306	0.41697629757914323
ENSG00000016490	66	-0.02008790909090908	0.29554139393939394
ENSG00000016602	266	-0.34306728120300767	0.5592097488721802
ENSG00000016864	622	-0.011315485852089878	0.15181824823151124
ENSG00000017260	1095	0.007505998173515927	0.16674115963470318
ENSG00000017427	157	-0.19774640127388535	0.2320770636942675
ENSG00000017483	935	-0.17440327101604303	0.3203121313368984
ENSG00000017797	661	0.16712657655068075	0.2616326180030257
ENSG00000018189	4449	0.1659030107215105	0.3119193632951225
ENSG00000018236	3791	-0.166260182933263	0.4243973291216038
ENSG00000018280	137	-0.0723731503649635	0.25742017664233574
ENSG00000018408	435	0.06772472781609197	0.14981946252873563
ENSG00000018510	3842	-0.10244504052576793	0.21247666811556476
ENSG00000018610	11557	-0.22140148616422956	0.47730542692740335
ENSG00000018625	202	0.08085800742574258	0.20584233514851485
ENSG00000018699	4104	-0.33389218135964904	0.38769901766569204
ENSG00000018869	107	0.3031562710280374	0.4985328878504673
ENSG00000019102	480	0.2393807125	0.2922957666666667
ENSG00000019144	1179	0.15961743494486855	0.2596136167938931
ENSG00000019169	2053	-0.29171652362396494	0.31269733024841695
ENSG00000019186	238	0.13654776470588237	0.45475467226890753
ENSG00000019485	795	0.03895731698113204	0.18276474943396231
ENSG00000019505	2284	0.04582969220665477	0.3708956939579684
ENSG00000019549	37	-0.1349041351351351	0.293678027027027
ENSG00000019582	9	-0.24472133333333335	0.24472133333333335
ENSG00000019991	18	0.08867799999999999	0.33702977777777776
ENSG00000019995	262	-0.05830737137404585	0.13868620954198474
ENSG00000020129	78	0.4137511923076922	0.6051864487179487
ENSG00000020181	121	-0.1170844090909091	0.17732140743801653
ENSG00000020256	1507	-0.044298792568015985	0.15820031851360322
ENSG00000020426	112	0.1488153125	0.25284336607142854
ENSG00000020577	213	-0.06703348826291082	0.23112219061032863
ENSG00000020633	110	0.21099599999999996	0.29090903636363635
ENSG00000020922	18750	0.09632189521600003	0.3843268506613333
ENSG00000021300	3991	0.10920902227511886	0.23114016334252083
ENSG00000021355	592	-0.0026242381756756395	0.24822358445945944
ENSG00000021461	253	-0.4158994584980231	0.545483561264822
ENSG00000021488	18975	0.14404394455862973	0.49813059183135705
ENSG00000021574	923	-0.022762171830985924	0.1279069880823402
ENSG00000021645	755	-0.03265770993377485	0.33795625033112586
ENSG00000021762	2246	0.14908434300979517	0.26355513552983084
ENSG00000021776	1457	0.12210808654770068	0.2092133892244338
ENSG00000021826	6468	0.059440099257885	0.28648747866419305
ENSG00000021852	408	0.3005365073529408	0.4701657377450981
ENSG00000022267	451	0.10840387339246123	0.1994231984478936
ENSG00000022277	1667	0.041798172945410876	0.15528777642471506
ENSG00000022355	39	-0.49571869230769217	0.8257456666666667
ENSG00000022556	7791	0.4198914584777307	0.46484009433962264
ENSG00000022567	1736	-0.007211754320276515	0.2564837381912442
ENSG00000022840	1300	-0.004124111384615428	0.16076895676923078
ENSG00000022976	2497	0.04075469639567479	0.36983600044052856
ENSG00000023041	1608	-0.052820082151741284	0.2817595761815922
ENSG00000023171	318	0.06653570094339624	0.30042872044025154
ENSG00000023191	7889	-0.08412445687666364	0.2285177397515528
ENSG00000023228	7812	-0.10123555826932902	0.1642320520993344
ENSG00000023287	68	-0.19782246911764703	0.44141404264705886
ENSG00000023318	201	-0.07970922786069654	0.15958051741293533
ENSG00000023330	448	0.07294388125000006	0.19929025133928568
ENSG00000023445	829	0.17015694800965017	0.2351724558504222
ENSG00000023516	5707	-0.027789347503066063	0.17818346532328733
ENSG00000023572	2208	-0.03566992726449291	0.19448714583333343
ENSG00000023608	3030	-0.15710205333333324	0.3498463413861386
ENSG00000023697	570	-0.3314926161403508	0.37503754596491223
ENSG00000023734	933	0.15504603354769564	0.22917695830653806
ENSG00000023839	1408	0.012014270951704672	0.20521367336647728
ENSG00000023892	3495	-0.08957351825464949	0.29786887642346216
ENSG00000023902	1292	0.04917115557275682	0.26907316176470586
ENSG00000023909	4188	-0.13407719255014316	0.18725356270296079
ENSG00000024048	1845	0.10317111506775066	0.17846738303523035
ENSG00000024422	19	0.5577631736842106	0.8072298684210526
ENSG00000024526	88	-0.2746191090909091	0.3806196090909091
ENSG00000024862	584	0.06995752517123291	0.22130220804794523
ENSG00000025039	751	0.07299056125166452	0.20069634633821573
ENSG00000025156	7361	0.0038916699769052797	0.2154424778019291
ENSG00000025293	559	-0.20214534132379247	0.2482328511627907
ENSG00000025423	880	0.1670386784090909	0.3530405556818182
ENSG00000025434	3797	-0.00686902509876215	0.18341394319199372
ENSG00000025708	2288	0.09913319182692308	0.2164841458479021
ENSG00000025770	106	-0.09268475471698115	0.26827554716981133
ENSG00000025772	1366	-0.13870501244509517	0.21697894216691066
ENSG00000025796	322	0.0215170086956522	0.19475602546583853
ENSG00000025800	1538	0.24058420071521458	0.2464729081274383
ENSG00000026025	1117	0.02600492282900627	0.14079655649059983
ENSG00000026103	3270	0.037450774495412856	0.3519025705810396
ENSG00000026297	9024	-0.0937952377105496	0.3237712962211881
ENSG00000026508	1042	0.0413522908829176	0.13772331852207295
ENSG00000026559	328	-0.032650781402439044	0.2885385192073171
ENSG00000026652	1040	0.2116086813461538	0.3069490301923077
ENSG00000026751	195	0.2194582051282052	0.4117463692307693
ENSG00000026950	13978	0.18706328262269287	0.28020672594791807
ENSG00000027001	5087	0.28252897517200726	0.419693132907411
ENSG00000027075	128	0.05277883124999997	0.3521772234375
ENSG00000027644	47	-0.2706351063829788	0.5909910638297873
ENSG00000027697	119	0.07597356890756302	0.2143813218487395
ENSG00000027847	6134	0.03125745743397457	0.24129486343332252
ENSG00000027869	474	-0.11814795780590713	0.34113723628691983
ENSG00000028116	3034	-0.16298808727752137	0.19759796453526698
ENSG00000028137	57	0.08067091754385966	0.20718627543859652
ENSG00000028203	2039	0.11844628077488963	0.2830612930358019
ENSG00000028277	485	0.35942899587628996	0.788892430927835
ENSG00000028310	3913	0.3783172320214669	0.4110530155123944
ENSG00000028528	7634	0.2334828326958342	0.31385051296830047
ENSG00000028839	489	0.35311417566462167	0.3930438775051125
ENSG00000029153	721	0.20157876255201088	0.2915469625520111
ENSG00000029363	15	0.13379471333333331	0.4310927133333333
